New Internal ID	Year	Genus	Species	Serovar	Source (site)	Source (national)	ST	Plasmids	Ceftriaxone CRO (R≤ 19)	Meropenem (R≤ 19)	Ampicillin (R≤ 13)	Gentamicin (R≤ 12)	Ciprofloxacin (R≤ 21)	Tetracycline (R≤ 11)	Chloramphenicol (R≥ 32 )	Colistin  (≥ 4) 	Trimethoprim-Sulfamethoxazole ( ≥4)	Amoxicillin-clavulanic acid -Amoclan (≥32/16)	Azithromycin (≥32)	Nalidixic acid (≥32)	Aminoglycoside	triclosan	fosfomycin	peptide antibiotic	Glycopeptide	nucleoside antibiotic, disinfecting agents and antiseptics	fluoroquinolone antibiotic	elfamycin antibiotic	nitroimidazole antibiotic	cephalosporin, penam	cephalosporin, cephamycin, penam	aminoglycoside antibiotic, aminocoumarin antibiotic	fluoroquinolone antibiotic, tetracycline antibiotic	macrolide antibiotic, fluoroquinolone antibiotic, penam	tetracycline antibiotic, benzalkonium chloride, rhodamine	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, cephamycin, penam, tetracycline antibiotic	macrolide antibiotic, aminoglycoside antibiotic, cephalosporin, tetracycline antibiotic, peptide antibiotic, rifamycin antibiotic	fluoroquinolone antibiotic, cephalosporin, glycylcycline, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan	fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, glycylcycline, cephamycin, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan, penem	monobactam, cephalosporin, penam, penem	Tetracycline	  Disinfectant            	Sulphonamide	cephalosporin	Beta-lactam   	Acridine dye, disinfecting agents and intercalating dyes	Macrolide, Lincosamide and streptogramin B 	Phenicol 	diaminopyrimidine antibiotic	macrolide	aminocoumarin antibiotic	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics
SAL_201906_228	2019	Salmonella	Enterica	Enterica	Human stool	Lebanon	34	Col(pHAD28), IncQ1 	<1 S 	0.25 S 	>32 R 	<1 R 	0.5 S 	1 S 	32 R 	0.25 S 	>512 R	8 S 	2 S 	128 R 	AAC(6')-Iaa, APH(6)-Id, kdpE,  acrD	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK,QnrB19	EF-Tu mutants 	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation	TEM-1	tet(B), tetR	-	sul2	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_229	2019	Salmonella	Enterica	Salamae	Human stool	Lebanon	2116	IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	1 S 	64 R 	8 R 	>512 R 	<2 S 	8 S 	32 R 	AAC(6')-Iy, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	adeF	CRP	Escherichia coli mdfA	rsmA	-	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_230	2019	Salmonella	Enterica	Saint paul	Human stool	Lebanon	2492	-	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	1 S 	16 S 	<0.25 S 	4 R	<2 S 	2 S 	8 S 	AAC(6')-Iaa, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_231	2019	Salmonella	Enterica	Senftenberg	Human stool	Lebanon	3614	-	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	<0.5 S 	64 R 	0.5 S 	4 R	<2 S 	2 S 	16 S 	AAC(6')-Iy, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_232	2019	Salmonella	Enterica	Saint paul	Human stool	Lebanon	2492	-	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	32 R 	64 R	<0.25 S 	16 R	<2 S 	2 S 	>512 R 	AAC(6')-Iaa, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_233	2019	Salmonella	Enterica	Salamae	Human stool	Lebanon	2116	IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	64 R 	64 R 	0.5 S 	2 S	<2 S 	4 S	16 S	AAC(6')-Iy, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_234	2019	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	1 S 	64 R 	0.5 S 	4 R	<2 S 	2 S	8 S	AAC(6')-Iy, kdpE,  acrD	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_235	2019	Salmonella	Enterica	Senftenberg	Human stool	Lebanon	3614	-	<1 S	<0.25 S 	<2 S 	<1 R 	<0.25 S 	1 S 	128 R	1 S 	4 R	<2 S 	2 S	>512 R 	AAC(6')-Iy, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_201906_236	2019	Salmonella	Enterica	Senftenberg	Human stool	Lebanon	1808	Col(MG828),Col156,IncFIA,IncFIB(AP001918),Col(pHAD28)	<4 R 	0.25 S 	>32 R 	<1 R 	>4 R 	>16 R 	256 R 	1 S 	4 R	<2 S	2 S	>512 R 	AAC(6')-Iy, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin,mdtG	bacA, PmrF, ArnT,ugd,eptA,YojI	vanG	leuO,mdtP,mdtO,mdtN	emrB, emrR, emrA, MdtK, MdtH, parC, gyrA	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	adeF	CRP,gadW,mdtF,mdtE	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		emrK,emrY,tet(A)	-	-	-	-	-	-	-		emrE	mdtB,mdtC,mdtA	mdtM	evgS,evgA		AcrF	AcrS	TolC
SAL_201906_237	2019	Salmonella	Enterica	Saint paul	Human stool	Lebanon	2492	Col(MG828),Col156,IncFIA,IncFIB(AP001918),IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	>4 R 	4 R 	64 R 	8 R 	2 S	<2 S 	2 S	>512 R 	AAC(6')-Iaa, kdpE,  acrD	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin,mdtG	bacA, PmrF, ArnT,ugd,eptA,YojI	vanG	leuO,mdtP,mdtO,mdtN	emrB, emrR, emrA, MdtK, MdtH, parC, gyrA	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP,gadW,mdtF,mdtE	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		emrK,emrY	-	-	-	-	-	-	-			mdtB,mdtC,mdtA	mdtM	evgS,evgA		AcrF, AcrE	AcrS	TolC
SAL_201906_238	2019	Salmonella	Enterica	Salamae	Human stool	Lebanon	2116	IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	<0.5 S 	64 R 	0.5 S 	<0.5 S 	<2 S 	4 S	16 S	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT	vanG	leuO	emrB, emrR	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	-	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-									
SAL_201906_239	2019	Salmonella	Enterica	Oranienburg	Human stool	Lebanon	174	IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	<0.25 S 	1 S 	32 R 	0.25 S 	2 S	<2 S 	2 S	>512 R 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin,FosA8	bacA, PmrF, ArnT	vanG	leuO	emrB, emrR, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	-	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-									
SAL_201906_240	2019	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<4 R 	0.25 S 	>32 R 	<1 R 	>4 R 	>16 R 	256 R 	1 S 	4 R	<2 S	2 S	>512 R 	AAC(6')-Iaa,AAC(3)-Iie, APH(6)-Id, kdpE,  acrD, AAC(3)-Iie	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	EF-Tu mutants 	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation	TEM-1	tet(B), tetR	-	sul2	-	-	-	-	floR			mdtB,mdtC	mdtM					
SAL_201906_241	2019	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S 	<0.25 S 	<2 S 	<1 R 	>4 R 	4 R 	64 R 	0.5 S 	2 S	<2 S 	2 S	>512 R 	AAC(6')-Iy, kdpE,  acrD	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF, ArnT,ugd	vanG	leuO	emrB, emrR, emrA, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR, cpxA	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	-	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations,AcrAB-TolC with AcrR mutation	soxS with mutation, soxR with mutation		-	-	-	-	-	-	-	-			mdtB,mdtC	mdtM					
SAL_202002_242	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	4 (S)	16 S	1 (S)	1 (S)	1 (S)	4 (S)	>256 {R}	aac(6')-Iaa, kdpE	gyrA with mutation conferring resistance to triclosan	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	Escherichia coli acrA	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202002_243	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	2 (S)	64 R 	4 {R}	1 (S)	2 (S)	2 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	TEM-135	-	-	-	-	-	-	-	-									
SAL_202002_244	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	2 (S)	32 R 	4 {R}	0.5 (S)	1 (S)	2 (S)	>256 {R}	aac(6')-Iaa, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202002_245	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	684	ColpVC	<0.25 (S)	<0.25 (S)	1 (S)	1 (S)	<0.25 (S)	2 (S)	64 R	<0.25 (S)	1 (S)	1 (S)	4 (S)	4 (S)	aac(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202005_246	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncX1	<0.25 (S)	<0.25 (S)	>256 {R}	0.25 (S)	<0.25 (S)	2 (S)	64 R 	4 {R}	0.5 (S)	256 {R}	4 (S)	>256 {R}	aac(6')-Iaa, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, emrA, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202005_247	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncI1-I(Alpha)	<0.25 (S)	<0.25 (S)	1 (S)	<0.25 (S)	<0.25 (S)	2 (S)	32 R 	2 (S)	1 (S)	2 (S)	4 (S)	256 {R}	aac(6')-Iaa, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, emrA, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202005_248	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	2 (S)	64 R 	4 {R}	2 (S)	2 (S)	4 (S)	>256 {R}	aac(6')-Iaa, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, emrA, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202006_249	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	64	-	<0.25 (S)	<0.25 (S)	0.5 (S)	0.5 (S)	<0.25 (S)	1 (S)	16 S 	<0.25 (S)	0.5 (S)	1 (S)	4 (S)	4 (S)	aac(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, emrA, MdtK	EF-Tu mutants 	msbA	CTX-M-15, ampH beta-lactamase, ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	TEM-1	-	-	-	-	blaTEM-1B, blaCTX-M-15	-	-	-									
SAL_202006_250	2020	Salmonella	Enterica	Enterica	Human stool	Lebanon	32	IncFIB(pN55391)	<0.25 (S)	<0.25 (S)	4 (S)	0.5 (S)	<0.25 (S)	128 {R}	64 R 	<0.25 (S)	1 (S)	4 (S)	8 (S)	>256 {R}	aadA1, kdpE 	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, GyrA	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202006_251	2020	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	413	Not Found 	<0.25 (S)	<0.25 (S)	2 (S)	0.5 (S)	<0.25 (S)	2 (S)	64 R	0.5 (S)	1 (S)	1 (S)	16 (S)	8 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, GyrA	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202006_252	2020	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	>256 {R}	64 {R}	1 {R}	256 {R}	64 R 	<0.25 (S)	4 {R}	32 {R}	8 (S)	>256 {R}	aph (3'')-lb, aac(3)-Iia, aac(6')-Iaa, aph(6)-Id	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_253	2020	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	256 {R}	64 R 	0.5 (S)	>256 {R}	2 (S)	4 (S)	4 (S)	aac(6')-Iaa , kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_254	2020	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	2 (S)	1 (S)	<0.25 (S)	1 (S)	128 R	<0.25 (S)	0.5 (S)	1 (S)	4 (S)	>256 {R}	aac(6')-Iaa , kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	-	baeR	adeF	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_255	2020	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	<0.25 (S)	<0.25 (S)	4 (S)	256 R 	2 (S)	1 (S)	1 (S)	4 (S)	>256 {R}	aac(6')-Iaa, KdpE, AAC(6')-Iy	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_256	2020	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	2 (S)	2 (S)	<0.25 (S)	2 (S)	64 R 	<0.25 (S)	0.5 (S)	2 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_257	2020	Salmonella	Enterica	Uganda	Human stool	Lebanon	684	ColpVC, Incl2(Delta)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	1 (S)	64 R 	0.5 (S)	1 (S)	1 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE, AAC(6')-Iy	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	-	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
